nom,uai,type_etablissement,commune,academie,departement,secteur,ips,latitude,longitude
Ecole secondaire professionnelle privée Garage Ecole du Mans,0721728M,lycee,Allonnes,Nantes,Sarthe,Privé,,47.97244258879358,0.14613225388991502
Ecole secondaire professionnelle privée Usin'up academy - Le Mans,0721732S,lycee,Le Mans,Nantes,Sarthe,Privé,,48.01390490929581,0.15857618674787535
Lycée agricole privé de Saubrigues,0400784K,lycee,Saubrigues,Bordeaux,Landes,Privé,,43.608938742249734,-1.3156080147299574
Lycée professionnel privé Saint Joseph,0400883T,lycee,Gabarret,Bordeaux,Landes,Privé,108.3,43.98586804692376,0.012053877350929313
Lycée polyvalent Haroun Tazieff - Lycée des métiers du bois,0401002X,lycee,Saint-Paul-lès-Dax,Bordeaux,Landes,Public,106.8,43.72665046594881,-1.0427535284725067
Collège Nelson Mandela,0401048X,college,Biscarrosse,Bordeaux,Landes,Public,116.9,44.415721983785815,-1.157303525227308
Collège Elisabeth et Robert Badinter,0401091U,college,Angresse,Bordeaux,Landes,Public,118.2,43.66038076145242,-1.3582992189175036
Lycée polyvalent international Robert Badinter,0410001D,lycee,Blois,Orléans-Tours,Loir-et-Cher,Public,103,47.596909206460516,1.330070161950022
Collège Blois-Begon,0410003F,college,Blois,Orléans-Tours,Loir-et-Cher,Public,74.5,47.59353384896432,1.3079994744129548
Collège Honoré de Balzac,0410024D,college,Saint-Amand-Longpré,Orléans-Tours,Loir-et-Cher,Public,104.2,47.688530952776,1.0146305278550543
Lycée général et technologique Ronsard,0410030K,lycee,Vendôme,Orléans-Tours,Loir-et-Cher,Public,112.2,47.80859768745008,1.056399866469141
Collège privé Saint Vincent Père Brottier,0410621C,college,Blois,Orléans-Tours,Loir-et-Cher,Privé,83,47.596549628490656,1.305930012357478
Lycée d'enseignement général et technologique agricole de Vendôme - site de Montoire,0410626H,lycee,Montoire-sur-le-Loir,Orléans-Tours,Loir-et-Cher,Public,,47.75025899610424,0.8761106633517771
Collège privé Le Prieuré,0410677N,college,Sambin,Orléans-Tours,Loir-et-Cher,Privé,122.6,47.43827977330087,1.2961704123129507
Collège privé Saint Georges,0410686Y,college,Salbris,Orléans-Tours,Loir-et-Cher,Privé,103.5,47.4272686268142,2.054390408882798
Lycée polyvalent privé La Providence - Lycée des métiers des services à la personne et aux organisations,0410693F,lycee,Blois,Orléans-Tours,Loir-et-Cher,Privé,104.8,47.59301819558474,1.3306483351272373
Collège Joseph Crocheton,0410716F,college,Veuzain-sur-Loire,Orléans-Tours,Loir-et-Cher,Public,107.4,47.49854935392683,1.1724702431330056
Collège Gaston Jollet,0410717G,college,Salbris,Orléans-Tours,Loir-et-Cher,Public,95.5,47.43085647786811,2.06288960263168
Collège Robert Lasneau,0410792N,college,Vendôme,Orléans-Tours,Loir-et-Cher,Public,109.6,47.78496185759776,1.078199749607903
Lycée polyvalent Val de Loire,0410899E,lycee,Blois,Orléans-Tours,Loir-et-Cher,Public,111.2,47.571991916398346,1.3062802836647622
Lycée polyvalent privé Saint Joseph,0410954P,lycee,Vendôme,Orléans-Tours,Loir-et-Cher,Privé,110.7,47.79527415271554,1.0721394812361003
Ecole de production Maurice Leroux,0411093R,lycee,Salbris,Orléans-Tours,Loir-et-Cher,Privé,,47.41619307708204,2.0424325908008103
Groupe scolaire privé Al Ghazali,0411108G,college,Blois,Orléans-Tours,Loir-et-Cher,Privé,,47.59466046237131,1.3093253713566941
Collège du Pilat,0420003A,college,Bourg-Argental,Lyon,Loire,Public,110.6,45.29939220581404,4.573660012084497
Lycée général et technologique Jacob Holtzer,0420014M,lycee,Firminy,Lyon,Loire,Public,97.9,45.388916257224075,4.291449785174946
Lycée professionnel Albert Thomas,0420077F,lycee,Roanne,Lyon,Loire,Public,81.8,46.044164960692996,4.074189363998615
Lycée professionnel Etienne Mimard,0420079H,lycee,Saint-Etienne,Lyon,Loire,Public,85,45.4380528361878,4.3961298621562985
Lycée général et technologique Jean Monnet,0420043U,lycee,Saint-Etienne,Lyon,Loire,Public,104.8,45.41690480127118,4.410390317598172
Lycée général et technologique Simone Weil,0420044V,lycee,Saint-Priest-en-Jarez,Lyon,Loire,Public,105.8,45.475966761883434,4.367870573522323
Collège Les Champs,0420058K,college,Saint-Etienne,Lyon,Loire,Public,105.8,45.46410448054007,4.3757195772214725
Lycée professionnel Claude Lebois,0420078G,lycee,Saint-Chamond,Lyon,Loire,Public,82.9,45.46864612126898,4.512400432021998
Collège privé La Salle Abbaye Montebourg,0501201J,college,Montebourg,Normandie,Manche,Privé,94.1,49.491340024362145,-1.375189981439166
Lycée polyvalent Curie-Corot,0501219D,lycee,Saint-Lô,Normandie,Manche,Public,99.4,49.10816736096977,-1.0889700926368846
Etablissement régional d'enseignement adapté Robert Doisneau,0501232T,lycee,Saint-Lô,Normandie,Manche,Public,,49.105145375641825,-1.0884298563019439
Collège Gabriel de Montgommery,0501240B,college,Ducey-Les Chéris,Normandie,Manche,Public,102.2,48.61581271959491,-1.2916697896946456
Collège Le Clos Tardif,0501242D,college,Saint-James,Normandie,Manche,Public,91.4,48.52014460776465,-1.3268696911205948
Collège Guillaume Fouace,0501300S,college,Saint-Vaast-la-Hougue,Normandie,Manche,Public,90.4,49.589236205211506,-1.27119995876091
Collège G. Desdevises du Dezert,0501458N,college,Lessay,Normandie,Manche,Public,92.9,49.211707356066,-1.5349297512284632
Collège privé Saint Paul,0501702D,college,Cherbourg-en-Cotentin,Normandie,Manche,Privé,118.6,49.64272403228036,-1.631470085132625
Collège privé Jean Paul II,0501703E,college,Coutances,Normandie,Manche,Privé,120.2,49.060035294639086,-1.44866004811032
Lycée professionnel privé Le Bon Sauveur - Lycée des métiers de l'accompagnement et des services sanitaires et sociaux,0501789Y,lycee,Saint-Lô,Normandie,Manche,Privé,93.6,49.11254413732871,-1.095569489070721
Lycée professionnel privé des Collines,0420982P,lycee,Rive-de-Gier,Lyon,Loire,Privé,86.8,45.526156708415506,4.61652013290251
collège bucaille-Charcot,0502008L,college,Cherbourg-en-Cotentin,Normandie,Manche,Public,112.1,49.64148964259467,-1.6322802370986358
Lycée professionnel privé Sainte Claire,0420985T,lycee,Sury-le-Comtal,Lyon,Loire,Privé,109.8,45.53584537754012,4.186600350844764
Collège Saint-Exupéry,0510002A,college,Avize,Reims,Marne,Public,100.7,48.97468761723017,4.029760556011039
Lycée général Pierre Bayen,0510006E,lycee,Châlons-en-Champagne,Reims,Marne,Public,119.4,48.9598980704981,4.362870556713249
Collège Perrot d'Ablancourt,0510011K,college,Châlons-en-Champagne,Reims,Marne,Public,94.2,48.95009801777346,4.368359903609187
Collège Jean Monnet,0510016R,college,Epernay,Reims,Marne,Public,96,49.040560765461834,3.95458001538225
Lycée professionnel privé Saint Ennemond,0421006R,lycee,Saint-Chamond,Lyon,Loire,Privé,88.8,45.4735101402617,4.513690071777085
Collège Ennemond Richard,0420968Z,college,Saint-Chamond,Lyon,Loire,Public,85,45.46873409064988,4.518024534724368
Collège Henri Guillaumet,0510029E,college,Mourmelon-le-Grand,Reims,Marne,Public,101.8,49.137452411872644,4.362270365618986
Collège privé des Collines,0421014Z,college,Rive-de-Gier,Lyon,Loire,Privé,103.6,45.52569732827763,4.6164606236504495
Lycée général et technologique Jean Jaurès,0510032H,lycee,Reims,Reims,Marne,Public,125.8,49.25832684426352,4.045500552009885
Collège privé Sainte Marie,0421016B,college,Saint-Etienne,Lyon,Loire,Privé,88.4,45.439916369427685,4.395680306498915
Lycée professionnel privé Jean-Baptiste d'Allard,0421002L,lycee,Montbrison,Lyon,Loire,Privé,105.7,45.602684175115975,4.062770611513037
"Lycée général et technologique Hugues Libergier - Lycée des métiers des biotechnologies, de la chimie, du social et de l'assistance au management",0510035L,lycee,Reims,Reims,Marne,Public,94.3,49.251152445191394,4.027709929823115
Lycée général privé Saint Paul,0421035X,lycee,Saint-Etienne,Lyon,Loire,Privé,127.9,45.43902598656035,4.384830235068878
Collège privé Sainte Stéphanie,0421058X,college,Saint-Galmier,Lyon,Loire,Privé,114.6,45.593071095801854,4.316450124387573
Collège du Mont d'Hor,0510051D,college,Saint-Thierry,Reims,Marne,Public,117.6,49.30556430091417,3.9628293995386117
Collège privé Les Chartreux-Sainte Famille,0421038A,college,Saint-Etienne,Lyon,Loire,Privé,123.7,45.43022797985373,4.392689640429036
Collège Le Bois de la Rive,0421068H,college,Unieux,Lyon,Loire,Public,103.4,45.40004577259041,4.259459530297409
Lycée polyvalent François 1er,0510062R,lycee,Vitry-le-François,Reims,Marne,Public,94.7,48.727973903439626,4.596560655121817
Collège privé Saint Joseph,0421043F,college,Bourg-Argental,Lyon,Loire,Privé,103.3,45.29632727868581,4.55796998598091
Collège privé Saint Joseph,0421082Y,college,Saint-Bonnet-le-Château,Lyon,Loire,Privé,102.8,45.421325412594726,4.065499950078496
Collège privé Saint Régis,0421059Y,college,Saint-Genest-Malifaux,Lyon,Loire,Privé,120.3,45.3396009921384,4.418690325839785
Collège Les Etines,0421084A,college,Le Coteau,Lyon,Loire,Public,98.6,46.024858856692695,4.093359649249579
Collège privé Saint Camille,0421061A,college,Saint-Just-en-Chevalet,Lyon,Loire,Privé,104,45.91406640063919,3.8473401885734924
Lycée d'enseignement général et technologique agricole de Montbrison - Précieux,0421088E,lycee,Précieux,Lyon,Loire,Public,,45.585920678759855,4.150929560744792
Collège privé Saint Joseph,0421063C,college,Saint-Just-Saint-Rambert,Lyon,Loire,Privé,121.2,45.5023647170814,4.264900324031113
Lycée agricole privé Etienne Gautier de Nandax,0421090G,lycee,Nandax,Lyon,Loire,Privé,,46.097213184134766,4.1890001626141755
Collège Louis Grüner,0421174Y,college,Roche-la-Molière,Lyon,Loire,Public,109,45.42300126199492,4.312079385051153
Collège François Truffaut,0421172W,college,Rive-de-Gier,Lyon,Loire,Public,102.1,45.51621538750682,4.599779834816564
Collège Jean Papon,0421456E,college,La Pacaudière,Lyon,Loire,Public,97.4,46.176236642175425,3.874699560598133
Collège Pierre Joannon,0421486M,college,Saint-Chamond,Lyon,Loire,Public,90.2,45.45963076148744,4.51173782637113
Collège Nicolas Conté,0421490S,college,Régny,Lyon,Loire,Public,105.3,45.98734606890547,4.210356121542226
Lycée professionnel Adrien Testud - Lycée des métiers de la mode,0421606T,lycee,Le Chambon-Feugerolles,Lyon,Loire,Public,81.6,45.396641110114956,4.320529510869971
Lycée d'enseignement adapté Nelson Mandela,0421608V,lycee,Sorbiers,Lyon,Loire,Public,,45.5003868436249,4.443940402556268
Collège privé Joseph Collard,0421565Y,college,Saint-Héand,Lyon,Loire,Privé,120.3,45.53167547704625,4.375308650754914
Collège Aristide Briand,0421569C,college,Saint-Etienne,Lyon,Loire,Public,89.6,45.44153131726916,4.4349195821724585
Collège Claude Fauriel,0421677V,college,Saint-Etienne,Lyon,Loire,Public,89.9,45.443003263344345,4.387580161645071
Collège Jules Romains,0421607U,college,Saint-Galmier,Lyon,Loire,Public,116.8,45.599625140517055,4.291090499433805
Collège Le Portail Rouge,0421679X,college,Saint-Etienne,Lyon,Loire,Public,89.4,45.41690480127118,4.410390317598172
Collège Jean Dasté,0421686E,college,Saint-Etienne,Lyon,Loire,Public,72.7,45.427993617542334,4.421680162625551
Collège privé saint firmin,0421659A,college,Firminy,Lyon,Loire,Privé,88.4,45.389182804142436,4.289809788316226
Collège Jules Vallès,0421689H,college,La Ricamarie,Lyon,Loire,Public,65.9,45.39926867858585,4.366679864046602
Lycée agricole privé de Sury-le-comtal,0421676U,lycee,Sury-le-Comtal,Lyon,Loire,Privé,,45.534040055145546,4.181870531510384
Collège Honoré d'Urfé,0421678W,college,Saint-Etienne,Lyon,Loire,Public,82.2,45.41440785227719,4.389370319056391
Collège Louise Michel,0421680Y,college,Rive-de-Gier,Lyon,Loire,Public,93.8,45.52062787286724,4.614620487457737
Collège Albert Thomas,0421684C,college,Roanne,Lyon,Loire,Public,76.4,46.044164960692996,4.074189363998615
Collège Jean Rostand,0421688G,college,Saint-Chamond,Lyon,Loire,Public,84.8,45.47268818777792,4.532181494369014
Collège Anne Frank,0421734G,college,Saint-Just-Saint-Rambert,Lyon,Loire,Public,119,45.5001044321641,4.249280119262103
Lycée professionnel privé Tézenas du Montcel,0421742R,lycee,Saint-Etienne,Lyon,Loire,Privé,95.7,45.447987881905675,4.380589476799199
Lycée général privé Notre-Dame Saint Victor,0511135G,lycee,Epernay,Reims,Marne,Privé,121.5,49.04151023567243,3.9574193296207283
Lycée polyvalent privé Frédéric Ozanam - Lycée des métiers des services à la personne,0511147V,lycee,Châlons-en-Champagne,Reims,Marne,Privé,115.2,48.977963183588656,4.3611609741936626
Lycée professionnel privé Sainte Marie,0511149X,lycee,Epernay,Reims,Marne,Privé,101,49.04151023567243,3.9574193296207283
Lycée professionnel privé Jeanne d'Arc - La Salle,0511153B,lycee,Reims,Reims,Marne,Privé,104.1,49.26657628358237,4.026469785977506
Collège privé Notre-Dame Saint Victor,0511173Y,college,Epernay,Reims,Marne,Privé,114.2,49.04151023567243,3.9574193296207283
Collège privé Sainte Macre,0511176B,college,Fismes,Reims,Marne,Privé,109.5,49.30710861565185,3.6774793267780543
Collège privé Sainte Marie La Grand'Grange,0421799C,college,Saint-Chamond,Lyon,Loire,Privé,114.4,45.47155517261694,4.523119441491259
Collège privé Saint André,0511178D,college,Reims,Reims,Marne,Privé,124.5,49.260847821198766,4.0455996331179795
Collège privé Notre-Dame,0421800D,college,Charlieu,Lyon,Loire,Privé,105.1,46.161417668193124,4.173179981498693
Collège privé Saint Michel,0511180F,college,Reims,Reims,Marne,Privé,112.4,49.24674940295596,4.0134089018390195
Collège Paulette Billa,0511187N,college,Tinqueux,Reims,Marne,Public,105.7,49.24858160257871,3.988940525090371
Collège Joliot-Curie,0511251H,college,Reims,Reims,Marne,Public,69.9,49.231894423087184,4.005970510389876
Collège François Legros,0511254L,college,Reims,Reims,Marne,Public,76.6,49.236645762376725,4.011479492261338
Collège Claude-Nicolas Ledoux,0511258R,college,Dormans,Reims,Marne,Public,98.2,49.0712631167263,3.636719550457106
"Lycée polyvalent François Arago - Lycée des métiers de l'efficacité énergétique, du bâtiment et des travaux publics",0511565Z,lycee,Reims,Reims,Marne,Public,97.3,49.22940166227636,4.0064656531151535
Collège Antoine Guichard,0422293P,college,Veauche,Lyon,Loire,Public,114.7,45.56494419727149,4.307520298868505
Ecole privée d'esthétique cosmétique Epec Darfeuille Roanne,0422347Y,lycee,Roanne,Lyon,Loire,Privé,,46.04015887019157,4.065539974645823
Ecole secondaire privée Robin des Prés,0422368W,college,Savigneux,Lyon,Loire,Privé,,45.60838071045928,4.084235701645582
Lycée polyvalent Charles et Adrien Dupuy - Lycée des métiers des sciences et techniques,0430020N,lycee,Le Puy-en-Velay,Clermont-Ferrand,Haute-Loire,Public,108.5,45.036889020655344,3.893034181432374
Collège Roger Ruel,0430027W,college,Saint-Didier-en-Velay,Clermont-Ferrand,Haute-Loire,Public,106.3,45.30195236715203,4.273840375253978
Collège Marguerite Thomas,0430029Y,college,Sainte-Florine,Clermont-Ferrand,Haute-Loire,Public,92.8,45.402114959026726,3.3174403511653945
Collège Jules Romains,0430030Z,college,Saint-Julien-Chapteuil,Clermont-Ferrand,Haute-Loire,Public,112.3,45.03609146395492,4.0555205334567495
Collège Jules Vallès,0430043N,college,Le Puy-en-Velay,Clermont-Ferrand,Haute-Loire,Public,98.6,45.03779319919752,3.88308051130181
Lycée général et technologique privé La Chartreuse Paradis,0430055B,lycee,Brives-Charensac,Clermont-Ferrand,Haute-Loire,Privé,119.3,45.05434934112828,3.912939863645822
Collège privé Le Sacré-Coeur,0430069S,college,Dunières,Clermont-Ferrand,Haute-Loire,Privé,95.5,45.215840636033164,4.344720516955921
Collège privé Saint Joseph,0430072V,college,Langeac,Clermont-Ferrand,Haute-Loire,Privé,97.5,45.10197146323053,3.493149632945497
Lycée professionnel privé Notre Dame du Château,0430103D,lycee,Monistrol-sur-Loire,Clermont-Ferrand,Haute-Loire,Privé,98.9,45.29331410293395,4.175300797257401
Collège Jean Monnet,0430135N,college,Yssingeaux,Clermont-Ferrand,Haute-Loire,Public,101,45.129956644071974,4.121530045054418
Clinique Soins-Etudes Fondation Santé Etudiants de France,0512182V,lycee,Vitry-le-François,Reims,Marne,Public,,48.71433348886768,4.59127834735491
Collège Marie Calves,0520018M,college,Froncles,Reims,Haute-Marne,Public,91.2,48.29525868277767,5.145870072548677
Lycée polyvalent Diderot,0520021R,lycee,Langres,Reims,Haute-Marne,Public,101.7,47.849035646339864,5.326379896942472
Collège Camille Flammarion,0520023T,college,Val-de-Meuse,Reims,Haute-Marne,Public,91.7,47.999458928928746,5.489180385168197
Collège Louise Michel,0520039K,college,Chaumont,Reims,Haute-Marne,Public,98.9,48.10425628030658,5.148130643607404
Collège Anne Frank,0520049W,college,Saint-Dizier,Reims,Haute-Marne,Public,74.4,48.64699426079609,4.968319750330073
Collège Montmorency,0520706K,college,Bourbonne-les-Bains,Reims,Haute-Marne,Public,90.7,47.95970408588476,5.745379814145302
Lycée d'enseignement adapté Pré aux saules,0520709N,lycee,Wassy,Reims,Haute-Marne,Public,,48.50291049243702,4.94188973764351
Collège Guy Mollet,0594523W,college,Lille,Lille,Nord,Public,103.3,50.64140987868975,2.9903228887018427
Collège Voltaire,0594533G,college,Lourches,Lille,Nord,Public,75.5,50.314703750485606,3.3554093031083663
Collège Paul Langevin,0594534H,college,Trith-Saint-Léger,Lille,Nord,Public,88.9,50.33329774288732,3.4823600112733906
Collège Jean Rostand,0594538M,college,Sains-du-Nord,Lille,Nord,Public,86.7,50.095158322880415,4.006865513112936
Collège du Houtland,0594643B,college,Wormhout,Lille,Nord,Public,100.5,50.88394918679232,2.464759659200426
Collège Jean-Jacques Rousseau,0594645D,college,Thiant,Lille,Nord,Public,98.7,50.30456341813654,3.459229398720995
Collège Jacques Prévert,0594650J,college,Watten,Lille,Nord,Public,95.1,50.838715852774484,2.2165805925832007
Collège Anatole France,0594865T,college,Ronchin,Lille,Nord,Public,93.1,50.6118171943921,3.080530699112658
Collège Françoise Dolto,0594866U,college,Pont-à-Marcq,Lille,Nord,Public,129.7,50.519627270223545,3.112430368530551
Lycée général l'Astrée,0422132P,lycee,Boën-sur-Lignon,Lyon,Loire,Public,117.1,45.7428631640719,4.014289709760921
Institut agricole privé de Hoymille,0595012C,lycee,Hoymille,Lille,Nord,Privé,,50.972959209250554,2.4614002872998175
